election_year,term_start,mayor,vote_percentage,vote_count,perks,event,other_candidates
158,"Sep 6, 2021",Paul,66.30%,"409,663.00","[1, 3]",,"[{""mayor"": ""Cole"", ""vote_percentage"": ""15.0%"", ""vote_count"": ""92372""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""10.1%"", ""vote_count"": ""62283""}, {""mayor"": ""Diana"", ""vote_percentage"": ""5.3%"", ""vote_count"": ""32965""}, {""mayor"": ""Marina"", ""vote_percentage"": ""3.3%"", ""vote_count"": ""20420""}]"
157,"Aug 31, 2021",Foxy,63.00%,"386,577.00","[3, 1, 2]",Mining Fiesta,"[{""mayor"": ""Diaz"", ""vote_percentage"": ""17.9%"", ""vote_count"": ""109925""}, {""mayor"": ""Diana"", ""vote_percentage"": ""9.5%"", ""vote_count"": ""58372""}, {""mayor"": ""Marina"", ""vote_percentage"": ""4.9%"", ""vote_count"": ""30181""}, {""mayor"": ""Barry"", ""vote_percentage"": ""4.7%"", ""vote_count"": ""28549""}]"
156,"Aug 26, 2021",Aatrox,72.50%,"432,231.00","[2, 3]",,"[{""mayor"": ""Diaz"", ""vote_percentage"": ""16.5%"", ""vote_count"": ""98486""}, {""mayor"": ""Cole"", ""vote_percentage"": ""4.4%"", ""vote_count"": ""26493""}, {""mayor"": ""Barry"", ""vote_percentage"": ""3.6%"", ""vote_count"": ""21437""}, {""mayor"": ""Diana"", ""vote_percentage"": ""3.0%"", ""vote_count"": ""17865""}]"
155,"Aug 21, 2021",Marina,56.90%,"348,347.00","[2, 3]",,"[{""mayor"": ""Aatrox"", ""vote_percentage"": ""22.7%"", ""vote_count"": ""139085""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""9.1%"", ""vote_count"": ""55452""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""7.4%"", ""vote_count"": ""45494""}, {""mayor"": ""Barry"", ""vote_percentage"": ""4.0%"", ""vote_count"": ""24349""}]"
154,"Aug 16, 2021",Diana,49.80%,"328,361.00","[2, 1]",,"[{""mayor"": ""Paul"", ""vote_percentage"": ""29.1%"", ""vote_count"": ""191798""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""9.3%"", ""vote_count"": ""61257""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""8.2%"", ""vote_count"": ""54069""}, {""mayor"": ""Aatrox"", ""vote_percentage"": ""3.7%"", ""vote_count"": ""24446""}]"
153,"Aug 11, 2021",Cole,72.00%,"552,813.00","[1, 2, 3]",,"[{""mayor"": ""Marina"", ""vote_percentage"": ""13.7%"", ""vote_count"": ""105132""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""7.8%"", ""vote_count"": ""59974""}, {""mayor"": ""Barry"", ""vote_percentage"": ""3.5%"", ""vote_count"": ""27100""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""3.0%"", ""vote_count"": ""22862""}]"
152,"Aug 6, 2021",Derpy,92.90%,"674,947.00","[1, 2, 3, 4]",,"[{""mayor"": ""Marina"", ""vote_percentage"": ""3.2%"", ""vote_count"": ""23490""}, {""mayor"": ""Barry"", ""vote_percentage"": ""1.7%"", ""vote_count"": ""12511""}, {""mayor"": ""Paul"", ""vote_percentage"": ""1.5%"", ""vote_count"": ""11086""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""0.6%"", ""vote_count"": ""4650""}]"
151,"Jul 31, 2021",Aatrox,83.40%,"486,404.00","[1, 2, 3]",,[]
150,"Jul 26, 2021",Paul,61.00%,"359,767.00","[2, 3]",,[]
149,"Jul 21, 2021",Diana,84.60%,"485,581.00","[1, 2, 3, 4]",,[]
148,"Jul 16, 2021",Foxy,68.10%,"400,083.00","[1, 2, 3, 4]",Fishing Festival,[]
147,"Jul 11, 2021",Aatrox,77.20%,"473,244.00","[2, 3]",,[]
146,"Jul 6, 2021",Marina,74.90%,"491,876.00","[1, 2, 3, 4]",,[]
145,"Jun 30, 2021",Diaz,76.90%,"530,249.00","[1, 2, 3, 4]",,[]
144,"Jun 25, 2021",Scorpius,97.30%,"806,292.00","[1, 2]",,[]
143,"Jun 20, 2021",Diana,60.40%,"163,389.00","[3, 2]",,[]
142,"Jun 15, 2021",Paul,57.00%,"353,926.00","[2, 1]",,[]
141,"Jun 10, 2021",Aatrox,58.40%,"343,088.00",[2],,[]
140,"Jun 5, 2021",Foxy,68.10%,"413,784.00","[1, 2, 3, 4]",Spooky Festival,[]
139,"May 30, 2021",Diana,79.70%,"520,685.00","[1, 2, 3, 4]",,[]
138,"May 25, 2021",Paul,57.10%,"356,631.00","[1, 2, 3]",,[]
137,"May 20, 2021",Aatrox,61.70%,"392,482.00","[1, 2, 3]",,[]
136,"May 15, 2021",Jerry,93.10%,"663,250.00","[1, 2, 3]",,"[{""mayor"": ""Diana"", ""vote_percentage"": ""3.4%"", ""vote_count"": ""23932""}, {""mayor"": ""Paul"", ""vote_percentage"": ""1.3%"", ""vote_count"": ""9323""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""1.2%"", ""vote_count"": ""8800""}, {""mayor"": ""Barry"", ""vote_percentage"": ""1.0%"", ""vote_count"": ""7272""}]"
135,"May 10, 2021",Foxy,67.00%,"408,061.00","[1, 2, 3, 4]",Mining Fiesta,[]
134,"May 5, 2021",Marina,73.10%,"435,879.00","[1, 2, 3, 4]",,[]
133,"Apr 29, 2021",Paul,60.60%,"376,514.00","[1, 2, 3]",,[]
132,"Apr 24, 2021",Diana,68.60%,"463,145.00","[1, 2, 3, 4]",,[]
130-131,"Apr 19, 2021Apr 16, 2021",Technoblade,76.20%,"180,340.00","[1, 2, 3, 4, 5]",,[]
128-129,"Apr 9, 2021Apr 4, 2021",Dante,90.30%,"605,734.00","[1, 2]",,[]
127,"Mar 29, 2021",Aatrox,84.00%,"256,890.00","[1, 2, 3]",,[]
126,"Mar 24, 2021",Cole,79.40%,"328,141.00","[1, 2, 3, 4]",,[]
125,"Mar 19, 2021",Paul,,,[],,[]
124,"Mar 14, 2021",Marina,,,[],,[]
123,"Mar 9, 2021",Foxy,,,"[2, 3, 1]",Fishing Festival,[]
122,"Mar 4, 2021",Paul,,,[],,[]
121,"Feb 26, 2021",Diana,,,[],,[]
120,"Feb 21, 2021",Scorpius,98.00%,"609,488.00","[1, 2]",,"[{""mayor"": ""Marina"", ""vote_percentage"": ""0.7%"", ""vote_count"": ""4113""}, {""mayor"": ""Cole"", ""vote_percentage"": ""0.6%"", ""vote_count"": ""3559""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""0.5%"", ""vote_count"": ""2877""}, {""mayor"": ""Barry"", ""vote_percentage"": ""0.3%"", ""vote_count"": ""2138""}]"
119,"Feb 16, 2021",Aatrox,,,[],,[]
118,"Feb 11, 2021",Marina,,,[],,[]
117,"Feb 6, 2021",Diana,,,[],,[]
116,"Feb 1, 2021",Cole,57.50%,"234,094.00",[3],,[]
115,"Jan 26, 2021",Marina,,,[],,[]
114,"Jan 21, 2021",Paul,,,[],,[]
113,"Jan 16, 2021",Cole,43.90%,"206,449.00","[3, 2]",,[]
112,"Jan 11, 2021",Jerry,94.10%,"475,399.00","[1, 2, 3]",,[]
111,"Jan 6, 2021",Aatrox,71.80%,"298,528.00","[1, 2, 3]",,[]
110,"Jan 1, 2021",Diana,69.10%,"282,779.00",[2],,[]
109,"Dec 26, 2020",Foxy,73.50%,"300,567.00","[1, 2, 3, 4]",Mining Fiesta,[]
108,"Dec 21, 2020",Cole,59.70%,"258,051.00",[3],,[]
107,"Dec 16, 2020",Paul,55.00%,"299,388.00","[2, 1]",,[]
106,"Dec 11, 2020",Aatrox,77.70%,"302,950.00","[1, 2, 3]",,[]
105,"Dec 6, 2020",Marina,71.80%,"334,535.00","[1, 2, 3, 4]",,[]
104,"Dec 1, 2020",Derpy,87.80%,"391,177.00","[1, 2, 3, 4]",,[]
103,"Nov 25, 2020",Diana,71.70%,"265,129.00","[1, 2]",,[]
102,"Nov 20, 2020",Foxy,59.70%,"211,464.00","[1, 3]",Spooky Festival,[]
101,"Nov 15, 2020",Cole,81.70%,"299,797.00","[1, 2, 3, 4]",,[]
100,"Nov 10, 2020",Paul,65.80%,"243,789.00","[1, 2, 3]",,[]
99,"Nov 5, 2020",Foxy,64.80%,"226,569.00","[1, 2, 3, 4]",Spooky Festival,[]
98,"Oct 31, 2020",Aatrox,60.30%,"193,190.00","[1, 3]",,[]
97,"Oct 25, 2020",Marina,57.00%,"188,282.00","[2, 3]",,[]
96,"Oct 20, 2020",Scorpius,96.50%,"319,595.00","[1, 2]",,[]
95,"Oct 15, 2020",Paul,44.80%,"104,475.00","[2, 1]",,[]
94,"Oct 10, 2020",Diana,74.30%,"176,051.00","[1, 2, 3, 4]",,[]
93,"Oct 5, 2020",Marina,56.00%,"139,734.00",[3],,[]
92,"Sep 30, 2020",Aatrox,61.80%,"149,173.00","[3, 1]",,[]
91,"Sep 24, 2020",Cole,52.10%,"119,598.00","[2, 1]",,[]
90,"Sep 19, 2020",Foxy,64.40%,"152,292.00",[3],Mining Fiesta,[]
89,"Sep 14, 2020",Marina,52.50%,"127,251.00",[3],,[]
88,"Sep 9, 2020",Diana,68.50%,"97,247.00",[2],,"[{""mayor"": ""Cole"", ""vote_percentage"": ""19.2%"", ""vote_count"": ""27232""}, {""mayor"": ""Marina"", ""vote_percentage"": ""9.3%"", ""vote_count"": ""13178""}, {""mayor"": ""Paul"", ""vote_percentage"": ""1.5%"", ""vote_count"": ""2192""}, {""mayor"": ""Barry"", ""vote_percentage"": ""1.4%"", ""vote_count"": ""2057""}]"
